name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,product_id
Sansui 140 cm (55 inches) 4K Ultra HD Certified Android LED TV JSW55ASUHD (Mystique Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81YFyWzuFPL._AC_UL320_.jpg,https://www.amazon.in/Sansui-Certified-Android-JSW55ASUHD-Mystique/dp/B09NNGHG22/ref=sr_1_7138?qid=1679134093&s=electronics&sr=1-7138,4.3,714,"₹33,990","₹56,790",7136
Camel Fabrica Acrylic Ultra Pearl and Metallic Colour Set - Pack of 20 (White),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71aSY3Li66L._AC_UL320_.jpg,https://www.amazon.in/Camel-Fabrica-Acrylic-Metallic-Colour/dp/B07N2577XM/ref=sr_1_3391?qid=1679133865&s=electronics&sr=1-3391,4.6,"3,311",₹490,₹520,3389
Amazon Brand - Solimo Back Cover Case for Mi Redmi Note 7 / Redmi Note 7 Pro / Redmi Note 7s | Compatible for Mi Redmi Not...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71pnQMCbL1L._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Flexible-Hybrid/dp/B089B628P8/ref=sr_1_5484?qid=1679133993&s=electronics&sr=1-5484,3.8,81,₹139,₹299,5482
"Faber-Castell Paint Brush Set - Round, Pack of 4 (Navy Blue)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61+9Aan5WWL._AC_UL320_.jpg,https://www.amazon.in/Faber-Castell-Paint-Brush-Set-Round/dp/B00LY29EDM/ref=sr_1_2867?qid=1679133833&s=electronics&sr=1-2867,4.3,"19,815",,₹90,2865
"Cosmic Byte CB-EP-03 Gaming Wired Earphone with Detachable Microphone for PC, PS4, Mobiles, Tablets (Black, Pack Of 1)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/614XpWcuU9L._AC_UL320_.jpg,https://www.amazon.in/Cosmic-Byte-CB-EP-03-Detachable-Microphone/dp/B08BZR2FDW/ref=sr_1_8540?qid=1679134176&s=electronics&sr=1-8540,3.7,"2,589",₹749,₹999,8538
Redmi Note 12 5G Frosted Green 4GB RAM 128GB ROM | 1st Phone with 120Hz Super AMOLED and Snapdragon® 4 Gen 1 | 48MP AI Tri...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81sTK4zipDL._AC_UL320_.jpg,https://www.amazon.in/Redmi-Frosted-AMOLED-Snapdragon%C2%AE-Triple/dp/B0BQ3RC28F/ref=sr_1_1291?qid=1679133730&s=electronics&sr=1-1291,3.9,"2,092","₹17,999","₹19,999",1289
WildHorn Leather Laptop Messenger Bag for Laptop/MacBook up to 15 inch| Padded Laptop Compartment |Office Bag I 365 Days W...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/91LkPLBt0FL._AC_UL320_.jpg,https://www.amazon.in/WildHorn-Genuine-Leather-Laptop-Messenger/dp/B01HBJAA5W/ref=sr_1_7802?qid=1679134131&s=electronics&sr=1-7802,4.3,196,"₹2,079","₹4,999",7800
SanDisk Cruzer Blade 32GB USB Flash Drive,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61DjwgS4cbL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Cruzer-Blade-Flash-Drive/dp/B005FYNT3G/ref=sr_1_35?qid=1679133651&s=electronics&sr=1-35,4.3,"99,698",₹278,₹650,33
"House of Quirk Wall Cable Management Covers, Paintable, Flat Design Cover Conceals 11.8 inch Wall Raceway Wall Mount TV Ca...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51J4jDWkp4L._AC_UL320_.jpg,https://www.amazon.in/House-Quirk-Management-Paintable-Concealer/dp/B08G1FB9R6/ref=sr_1_4214?qid=1679133916&s=electronics&sr=1-4214,4.1,599,₹425,₹999,4212
"SeCro Plastic Film Universal Travel Adapter with Built in Dual USB Charger Ports with 125V 6A, 250V Surge/Spike Protected ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/513vJoy-EfL._AC_UL320_.jpg,https://www.amazon.in/SeCro-Universal-100-240V-Protected-Electrical/dp/B01KAAG6JS/ref=sr_1_8326?qid=1679134163&s=electronics&sr=1-8326,4.1,"2,048",₹449,₹727,8324
Wecool BT1 ENC Earbuds with Magnetic Charging Case IPX5 Wireless Earphones with Digital Battery Indicator for Crisp Sound ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51ypec1iNiL._AC_UL320_.jpg,https://www.amazon.in/Magnetic-Charging-Earphones-Indicator-Bluetooth/dp/B09RK9T1Q9/ref=sr_1_1920?qid=1679133771&s=electronics&sr=1-1920,3.6,"32,432",₹599,"₹3,499",1918
"Dell (Renewed) OPTIPLEX 3040 Tiny Desktop (Intel Core i3 6th gen 3.2ghz, 8 GB RAM, 480gb SSD, Windows 11 (Upgraded), MS Of...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31nPYMATZ6L._AC_UL320_.jpg,https://www.amazon.in/Renewed-OPTIPLEX-Upgraded-Graphics-Ethernet/dp/B09RF7KBJK/ref=sr_1_2754?qid=1679133826&s=electronics&sr=1-2754,4.0,71,"₹10,999","₹59,999",2752
realme Buds Wireless 2 Neo Bluetooth in Ear Earphones with Mic (Green),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61-etdBhaJL._AC_UL320_.jpg,https://www.amazon.in/realme-Wireless-Bluetooth-Earphones-Green/dp/B09GG2NLB1/ref=sr_1_3904?qid=1679133897&s=electronics&sr=1-3904,4.0,"48,451",,,3902
Nokia 105 Single SIM (Pink),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61UJqTLazZL._AC_UL320_.jpg,https://www.amazon.in/Nokia-105-2019-Single-Pink/dp/B07YYMYXVD/ref=sr_1_1073?qid=1679133715&s=electronics&sr=1-1073,4.1,"9,806","₹1,299","₹1,599",1071
"BenQ Gw2785Tc 27 Inch(68.58 Cm) 1920 X 1080 Pixels 1080P Fhd IPS Eye Care Monitor, USB Type-C with 60W Power Delivery & Da...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51isdt-AaLL._AC_UL320_.jpg,https://www.amazon.in/BenQ-Eye-Care-Cancellation-Ergonomic-GW2785TC/dp/B09K4189HH/ref=sr_1_9018?qid=1679134203&s=electronics&sr=1-9018,4.3,161,"₹19,990","₹31,990",9013
Redmi 139 cm (55 inches) 4K Ultra HD Android Smart LED TV X55 | L55M6-RA (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71m560rMisL._AC_UL320_.jpg,https://www.amazon.in/Redmi-inches-Ultra-Android-L55M6-RA/dp/B08Y1JM3FB/ref=sr_1_4155?qid=1679133913&s=electronics&sr=1-4155,4.2,"47,642","₹39,990","₹54,999",4153
TheGiftKart Ultra-Hybrid Crystal Clear Back Cover Case for Samsung Galaxy S22 Ultra 5G | Slim Fit Shockproof Design | Came...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sOZNbU5lL._AC_UL320_.jpg,https://www.amazon.in/TheGiftKart-Ultra-Hybrid-Shockproof-Protection-Transparent/dp/B0BSS7VWC2/ref=sr_1_4903?qid=1679133959&s=electronics&sr=1-4903,4.0,214,₹399,₹999,4901
"ZEBRONICS Zeb-HAA3020 (3 Meter/9 feet) HDMI Cable Supports 3D, ARC & CEC Extension, Compatible with HDMI-Enabled TV, Blu-r...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61PHpwwXDJL._AC_UL320_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-HAA3020-Meter-HDMI-Enabled-Playstation/dp/B08WRSMVKW/ref=sr_1_1245?qid=1679133727&s=electronics&sr=1-1245,4.3,"4,217",₹399,₹899,1243
7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for L...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41QyNlklBhL._AC_UL320_.jpg,https://www.amazon.in/7SEVENTM-Compatible-Replacement-Original-BN59-01259E/dp/B09L8DSSFH/ref=sr_1_1575?qid=1679133749&s=electronics&sr=1-1575,3.7,572,₹369,₹999,1572
Parker Frontier Stainless Steel GT Ball Pen,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61JgdUfwEuL._AC_UL320_.jpg,https://www.amazon.in/Parker-Frontier-Stainless-Steel-Ball/dp/B00LM4UYOK/ref=sr_1_9055?qid=1679134206&s=electronics&sr=1-9055,4.0,513,₹630,₹700,9053
RuenTech USB Charger Compatible with Fossil Gen 5 / Gen 4 / Sport Smartwatch Rapid Charger Magnetic (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61eHROcHCgL._AC_UL320_.jpg,https://www.amazon.in/RuenTech-Charger-Compatible-Smartwatch-Magnetic/dp/B07YY7STV4/ref=sr_1_3892?qid=1679133896&s=electronics&sr=1-3892,3.8,"2,029",₹384,"₹1,499",3887
"LAPSTER 3 Port HDMI 4 K 1.4V Version Switch Splitter with Pigtail Cable for Xbox One, PS3, 4, TV (Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51SYbgZw0pL._AC_UL320_.jpg,https://www.amazon.in/LAPSTER-Version-Switch-Splitter-Pigtail/dp/B08W56FGCL/ref=sr_1_2798?qid=1679133829&s=electronics&sr=1-2798,3.6,"2,035",₹309,₹999,2796
Prolet Designed for AirPods Pro Case Cute 3D Bulldog Fashion Character Silicone Case Cover for Airpods Pro Protective Skin...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31F-85PfnlL._AC_UL320_.jpg,https://www.amazon.in/Prolet-Designed-Character-Silicone-Protective/dp/B09MFSVQDB/ref=sr_1_8568?qid=1679134178&s=electronics&sr=1-8568,4.1,601,₹299,₹599,8566
"truke Newly Launched BTG Beta True Wireless in Ear Earbuds with 13mm Big Speaker Drivers,38H Playtime,Fast Charging,True G...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51fnHp1jkCL._AC_UL320_.jpg,https://www.amazon.in/Technology-Playtime-Dual-Mic-Speakers-Bluetooth/dp/B0B3MWCB78/ref=sr_1_3060?qid=1679133845&s=electronics&sr=1-3060,3.9,543,₹899,"₹2,499",3058
Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for M...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41bvBlmqDdL._AC_UL320_.jpg,https://www.amazon.in/Dyazo-Computer-Adjustable-Ergonomic-Compatible/dp/B08LHTJTBB/ref=sr_1_532?qid=1679133681&s=electronics&sr=1-532,4.3,"5,371",₹599,"₹1,999",527
"Samsung Original Travel Adapter (15W, White)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51kRla2qvWL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Original-Travel-Adapter-White/dp/B0B4KF4TZ6/ref=sr_1_2288?qid=1679133796&s=electronics&sr=1-2288,3.8,79,"₹1,144","₹1,199",2286
"Parker Vector Standard Fountain Pen (Body - Black, Ink - Black with free 1 cartridge)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31kI0kRke5L._AC_UL320_.jpg,https://www.amazon.in/Parker-Vector-Standard-Fountain-cartridge/dp/B00S6CWKM0/ref=sr_1_2941?qid=1679133837&s=electronics&sr=1-2941,4.1,"6,641",₹379,₹430,2939
Tough Lee Back Cover for Oneplus 9 Pro (Silicone | Transparent),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51s4T69cdFL._AC_UL320_.jpg,https://www.amazon.in/Tough-Lee-Oneplus-Silicone-Transparent/dp/B0966GWDNP/ref=sr_1_6052?qid=1679134030&s=electronics&sr=1-6052,4.0,312,₹227,₹999,6050
"Saco Small Nylon Replacement Adjustable Shoulder Strap with Swivel Hook for Handy Bags, Hand Bags and Small size bags (3.8...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71rW6327vyL._AC_UL320_.jpg,https://www.amazon.in/Saco-Nylon-Luggage-Straps-Black_NYS-2761/dp/B075SBX3GW/ref=sr_1_9125?qid=1679134209&s=electronics&sr=1-9125,3.7,311,₹264,₹525,9120
"(Renewed) boAt Rockerz 550Bluetooth Wireless On Ear Headphones With Mic With Ergonomic Aesthetics, Plush Padded Earcups, I...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61bJRo8RbgL._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-Headphone-Ergonomic-Aesthetics/dp/B08RCP2YYK/ref=sr_1_9244?qid=1679134217&s=electronics&sr=1-9244,3.8,"1,072","₹1,499","₹1,799",9242
Xtore Air Foldable Invisible Mobile Phone Tabletop Stand | Next Gen Design | Comfortable Viewing Angle (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31mMxkG4XDL._AC_UL320_.jpg,https://www.amazon.in/Xtore-Fold-able-Invisible-Comfortable-Viewing/dp/B0841J77HK/ref=sr_1_3634?qid=1679133880&s=electronics&sr=1-3634,3.7,"1,052",₹399,₹999,3632
HP 805 Black Original Ink Cartridge,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41ZraPJKHYL._AC_UL320_.jpg,https://www.amazon.in/805-Black-Original-Ink-Cartridge/dp/B08CYPB15D/ref=sr_1_277?qid=1679133665&s=electronics&sr=1-277,4.0,"7,559",,₹761,275
"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/M...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51rOr3wdy6L._AC_UL320_.jpg,https://www.amazon.in/SWAPKART-Charging-Compatible-iPhone-Devices/dp/B0B2DJDCPX/ref=sr_1_2109?qid=1679133783&s=electronics&sr=1-2109,4.0,832,₹209,₹499,2104
OpenTech® Tempered Glass Screen Protector Compatible for OnePlus 9R with Edge to Edge Coverage and Easy Installation kit,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71ha8Yg1hUL._AC_UL320_.jpg,https://www.amazon.in/OpenTech%C2%AE-Tempered-Protector-Coverage-Installation/dp/B09D7F3BD7/ref=sr_1_3210?qid=1679133854&s=electronics&sr=1-3210,4.0,"11,472",₹299,₹999,3208
"TIMESETL Alpine Loop Bands Compatible with Apple Watch Ultra 49mm 45mm 44mm 42mm Nylon Sport Wristband for Men Women, Tita...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/610ejB+Z8VL._AC_UL320_.jpg,https://www.amazon.in/TIMESETL-Alpine-Compatible-Wristband-Titanium/dp/B0BR3GQ3S5/ref=sr_1_7966?qid=1679134142&s=electronics&sr=1-7966,3.2,21,₹563,"₹2,999",7964
Quess Care Extended Warranty Plan for 1 Year for AC Between 30001 to 35000 (Email Delivery),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71+Ofjj5XJL._AC_UL320_.jpg,https://www.amazon.in/Quess-Extended-Warranty-Manufacturer-Delivery/dp/B08JVCXCQF/ref=sr_1_7683?qid=1679134126&s=electronics&sr=1-7683,3.6,67,₹999,"₹2,019",7681
"Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ni3t1ryQL._AC_UL320_.jpg,https://www.amazon.in/Logitech-MX-Master-3S-Chrome-Graphite/dp/B0B11LJ69K/ref=sr_1_2944?qid=1679133837&s=electronics&sr=1-2944,4.5,"1,610","₹9,995","₹10,995",2942
"Crucial X6 500GB Portable SSD Up to 540MB/s USB 3.2 External Solid State Drive, USB-C - CT500X6SSD9, Black, 39 Grams","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51S83kOP3YL._AC_UL320_.jpg,https://www.amazon.in/Crucial-500GB-Portable-SSD-CT500X6SSD9/dp/B08W1F8YGJ/ref=sr_1_8352?qid=1679134165&s=electronics&sr=1-8352,4.3,"15,139","₹4,656","₹9,000",8350
Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61lBX1Ss+ZL._AC_UL320_.jpg,https://www.amazon.in/Dealfreez-Compatible-Silicone-Anti-Lost-D-Black/dp/B09BW334ML/ref=sr_1_1882?qid=1679133770&s=electronics&sr=1-1882,4.3,"5,094",₹349,"₹1,499",1880
VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/7106GJudB-L._AC_UL320_.jpg,https://www.amazon.in/Visio-World-inches-VW24A-Ready/dp/B07MDRGHWQ/ref=sr_1_5710?qid=1679134009&s=electronics&sr=1-5710,4.3,"4,811","₹5,699","₹11,000",5705
"OJOS Compatible with MacBook Air 13.6 inch Case 2022 Release A2681 M2 Chip with Liquid Retina Display & Touch ID, Protecti...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/413ypqk25vL._AC_UL320_.jpg,https://www.amazon.in/OJOS-Compatible-MacBook-Release-Protective/dp/B0BB9RKQSR/ref=sr_1_4412?qid=1679133928&s=electronics&sr=1-4412,4.1,170,"₹1,099","₹3,999",4411
"typecase Edge Magic Style Keyboard for iPad Air 5th/4th(2022,2020) & New iPad Pro 11 (4th,3rd,2nd Gen), touchpad Keyboard ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ECgm2zVHL._AC_UL320_.jpg,https://www.amazon.in/typecase-Keyboard-Exclusive-10-Colors-Bluetooth/dp/B0BK4WWW1T/ref=sr_1_8718?qid=1679134187&s=electronics&sr=1-8718,4.2,651,"₹9,390","₹19,999",8716
"NoWide Back Cover Case for Redmi 10A, Silicone Shockproof Phone Case, Ultra Safety with Soft Feel (Pack of 1)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/512V-bkzprL._AC_UL320_.jpg,https://www.amazon.in/NoWide-Case-Redmi-10A-Shockproof/dp/B0B19383HQ/ref=sr_1_8987?qid=1679134201&s=electronics&sr=1-8987,3.9,9,₹249,₹999,8985
XE610 Boom Bass Wired in-Ear Headphones Compatible with Especially All Vivo Smartphones (White) (White) (Vivo Original Sound),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41BYxU4FGkL._AC_UL320_.jpg,https://www.amazon.in/Wired-Headphones-Compatible-Smartphones-White/dp/B07YR6G4WX/ref=sr_1_3300?qid=1679133860&s=electronics&sr=1-3300,3.6,"2,021",₹399,₹449,3297
mobimint 7 Feet Long Tripod Stand for Self Video Shoot|DSLR Camera|You-tubers|Video Shooting Studio Etc.Compatible with Al...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51mJIp+14WL._AC_UL320_.jpg,https://www.amazon.in/mobimint-You-tubers-Shooting-Etc-Compatible-Smartphones/dp/B0BL1FCHGH/ref=sr_1_6762?qid=1679134071&s=electronics&sr=1-6762,4.6,60,₹449,"₹1,199",6761
"TheGiftKart Shockproof Crystal Clear Back Cover Case for OnePlus Nord CE 2 5G (Polycarbonate, TPU | Transparent Back | Bla...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51xBX3vuVuL._AC_UL320_.jpg,https://www.amazon.in/TheGiftKart-OnePlus-Shockproof-Hybrid-Transparent/dp/B09SM15R4G/ref=sr_1_8422?qid=1679134170&s=electronics&sr=1-8422,4.1,"1,872",₹279,₹999,8420
Spigen Liquid Air Back Cover Case for iPhone 12 Mini (TPU | Matte Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61i7cXI934L._AC_UL320_.jpg,https://www.amazon.in/Spigen-Liquid-Cover-Designed-iPhone/dp/B08BHLZHBH/ref=sr_1_5266?qid=1679133980&s=electronics&sr=1-5266,4.5,"4,950",₹999,"₹1,699",5263
"Affix Auto-Align Technology Tempered Glass Screen Guard for iPhone 14, iPhone 13 and for iPhone 13 Pro (6.1 Inch) | Easy I...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ZPa1Wt4NL._AC_UL320_.jpg,https://www.amazon.in/Affix-Auto-Align-Technology-Installation-Case-Friendly/dp/B09GFWVHPZ/ref=sr_1_3844?qid=1679133895&s=electronics&sr=1-3844,4.5,697,₹699,"₹1,999",3843
"Tokdis MX-1 Pro Bluetooth Calling Smartwatch - 1.69” LCD Display, Multiple Watch Faces, Sleep Monitor, Heart & SpO2 Monito...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51tA+eIWpIL._AC_UL320_.jpg,https://www.amazon.in/Tokdis-MX-1-Bluetooth-Calling-Smartwatch/dp/B0BJVQHTFY/ref=sr_1_2216?qid=1679133791&s=electronics&sr=1-2216,3.3,53,₹799,"₹3,499",2214
ORUM Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded E...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51QdVh+CcmS._AC_UL320_.jpg,https://www.amazon.in/ORUM-Standard-Multi-Purpose-Ergonomic-Engineered/dp/B0BXJLLHCK/ref=sr_1_1915?qid=1679133771&s=electronics&sr=1-1915,,,₹209,₹999,1913
RUSHIL WERE Wall Holder with Mobile Charging Point/Stationary Storage/Bathroom qacceceries/Remote Holder/makup Brush Holde...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41NVHozwGxL._AC_UL320_.jpg,https://www.amazon.in/RUSHIL-WERE-Charging-Stationary-qacceceries/dp/B09LY5QL24/ref=sr_1_5298?qid=1679133981&s=electronics&sr=1-5298,3.6,27,₹104,₹499,5293
Syga Portable Small Photo Studio Light Box Folding Photography Lighting Tent Kit With Backdrops 23cm*23cm*23cm,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61h-vHvhgxL._AC_UL320_.jpg,https://www.amazon.in/Syga-Photo-Studio-Light-Photography/dp/B076D89LJ7/ref=sr_1_4026?qid=1679133905&s=electronics&sr=1-4026,3.8,"1,106",₹399,"₹1,250",4024
CEDO Back Cover Redmi Note 10 Pro/Note 10 Pro Max | Matte Soft Silicon Flexible | Camera Bump Protection | All Side Shock ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ls5QbwTbS._AC_UL320_.jpg,https://www.amazon.in/CEDO-Redmi-Note-Pro-Xiaomi/dp/B08YXL46DB/ref=sr_1_2710?qid=1679133823&s=electronics&sr=1-2710,4.1,"1,898",₹149,₹999,2708
"Sony WI-C310 Wireless Headphones with 15 Hrs Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying, BT ver...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/613H-TBA-TL._AC_UL320_.jpg,https://www.amazon.in/Sony-WI-C310-Wireless-Neck-Band-Headphones/dp/B07S25PH3N/ref=sr_1_2620?qid=1679133818&s=electronics&sr=1-2620,3.9,"4,641","₹2,149","₹3,290",2618
"GM 3261 Cuba 4+1 Power Strip with Master Switch, Indicator, Safety Shutter, 3 International Sockets & 3 USB Ports 2.4A","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61TWfSBfACL._AC_UL320_.jpg,https://www.amazon.in/GM-3261-Powerstrip-Indicator-International/dp/B0842NX1S3/ref=sr_1_6087?qid=1679134031&s=electronics&sr=1-6087,4.4,"4,954",₹789,₹799,6084
